"Scala_Spark
单选题 （共计 10 题，总计 20分）
1、下面选项中a的取值不一致的是？（ ）。
","[{'optionContent': 'A.val a = 3 \n', 'isCorrect': '-1'}, {'optionContent': 'B.val a:Double = 1 + 2 \n', 'isCorrect': '-1'}, {'optionContent': 'C.var a = 1; a += 2 \n', 'isCorrect': '-1'}, {'optionContent': 'D.val b = 1.+(2); val a = b.toInt \n', 'isCorrect': '-1'}]","【答案解析】
","【正确答案】C
"
"
24、
下列关于edits文件的滚动，说法正确的是：
","[{'optionContent': 'A.默认情况下，当edits文件大小达到128M的时候，会进行滚动 \n', 'isCorrect': '-1'}, {'optionContent': 'B.默认情况下，edits文件滚动的时间间隔是360s \n', 'isCorrect': '-1'}, {'optionContent': 'C.如果NameNode因为网络隔离分裂出集群，那么当NameNode重新连入集群之后会产生edits文件的滚动 \n', 'isCorrect': '-1'}, {'optionContent': 'D.可以利用hadoop dfsadmin -rollEdits指令来进行强制滚动 \n', 'isCorrect': '-1'}]","【答案解析】默认情况下，当edits文件大小达到64M的时候会进行滚动，所以A错误。默认情况下，edits文件滚动的间隔时间为3600s，所以B错误。NameNode因为分裂而离开集群，之后重新连入集群并不会产生edits文件的改动，因为此时HDFS集群不会对外提供服务因此不产生新的元数据，而NameNode进行重启的时候才会产生edits文件的滚动，所以C错误。
","【正确答案】D
"
"25、
下列哪个程序通常与 NameNode 在一个节点启动？
","[{'optionContent': 'A.SecondaryNameNode \n', 'isCorrect': '-1'}, {'optionContent': 'B.DataNode \n', 'isCorrect': '-1'}, {'optionContent': 'C.TaskTracker \n', 'isCorrect': '-1'}, {'optionContent': 'D.JobTracker \n', 'isCorrect': '-1'}]","【答案解析】
","【正确答案】D
"
"
26、
下列关于MapReduce的序列化的说法错误的是：
","[{'optionContent': 'A.MapReduce之所以要求数据能够被序列化，是因为在计算过程中涉及到数据的存储和传输过程 \n', 'isCorrect': '-1'}, {'optionContent': 'B.MapReduce的序列化采用的是Java原生序列化机制 \n', 'isCorrect': '-1'}, {'optionContent': 'C.MapReduce要求序列化的对象中的属性值不能为null \n', 'isCorrect': '-1'}, {'optionContent': 'D.MapReduce要求对应的类实现Writable接口之后才能被序列化 \n', 'isCorrect': '-1'}]","【答案解析】MapReduce在计算过程中，涉及到spill过程，涉及到MapTask和ReduceTask之间的通信问题，所以要求数据能够被序列化，因此A正确。MapReduce的序列化机制是在AVRO的基础上进行了封装，要求对应的类实现Writable接口，所以B错误，D正确。
","【正确答案】B
"
"
27、
下面哪个程序负责 HDFS 数据存储
","[{'optionContent': 'A.NameNode \n', 'isCorrect': '-1'}, {'optionContent': 'B.JobTracker \n', 'isCorrect': '-1'}, {'optionContent': 'C.DataNode \n', 'isCorrect': '-1'}, {'optionContent': 'D.SecondaryNameNode \n', 'isCorrect': '-1'}]","【答案解析】
","【正确答案】C
"
"
28、
下列关于小文件的说法错误的是：
","[{'optionContent': 'A.在HDFS上存储小文件会产生大量元数据占用大量内存 \n', 'isCorrect': '-1'}, {'optionContent': 'B.每一个小文件会对应一个切片，则大量小文件会导致产生大量的MapTask \n', 'isCorrect': '-1'}, {'optionContent': 'C.目前对于小文件的处理手段只有合并 \n', 'isCorrect': '-1'}, {'optionContent': 'D.Hadoop Archive是Hadoop提供的一种原生的处理小文件的方式 \n', 'isCorrect': '-1'}]","【答案解析】目前市面上行对于小文件的处理手段有2种：合并和打包
","【正确答案】C
"
"
29、
关于MapReduce三个阶段的先后顺序，正确的是
","[{'optionContent': 'A.map shffle reduce \n', 'isCorrect': '-1'}, {'optionContent': 'B.shffle map reduce \n', 'isCorrect': '-1'}, {'optionContent': 'C.map reduce shffle \n', 'isCorrect': '-1'}, {'optionContent': 'D.reduce shffle map \n', 'isCorrect': '-1'}]","【答案解析】
","【正确答案】A
"
"
30、
HDFS中，一个block的默认备份数量是？
","[{'optionContent': 'A.1 \n', 'isCorrect': '-1'}, {'optionContent': 'B.2 \n', 'isCorrect': '-1'}, {'optionContent': 'C.3 \n', 'isCorrect': '-1'}, {'optionContent': 'D.4 \n', 'isCorrect': '-1'}]","【答案解析】
","【正确答案】C
"
"
31、
下列关于NameNode中，元数据的说法正确的是：
","[{'optionContent': 'A.在NameNode中，元数据只存储在磁盘中 \n', 'isCorrect': '-1'}, {'optionContent': 'B.元数据在磁盘上的存储位置由hadoop.tmp.dir属性来指定 \n', 'isCorrect': '-1'}, {'optionContent': 'C.fsimage中的元数据是实时的 \n', 'isCorrect': '-1'}, {'optionContent': 'D.元数据中只包含文件信息、Block和DataNode之间的映射等内容 \n', 'isCorrect': '-1'}]","【答案解析】在NameNode中，元数据是存储在磁盘以及内存中的，所以A错误。元数据在产生变动的时候是先更新到内存中，此时fsimage中的元数据并没有发生改变，所以不是实时的，因此B错误。
","【正确答案】B
"
"
32、
在默认情况下，如果不指定，则使用的输入格式类是：
","[{'optionContent': 'A.FileInputFormat \n', 'isCorrect': '-1'}, {'optionContent': 'B.TextInputFormat \n', 'isCorrect': '-1'}, {'optionContent': 'C.KeyValueTextInputFormat \n', 'isCorrect': '-1'}, {'optionContent': 'D.NLineTextInputFormat \n', 'isCorrect': '-1'}]","【答案解析】默认情况下，使用的是TextInputFormat。FileInputFormat是TextInputFormat的父类，本身是一个抽象类。KeyValueTextInputFormat用于读取文本文件，如果行被分隔符（默认是\t）分割为两部分，第一部分为key，剩下的部分为value；如果没有分隔符，整行作为 key，value为空。NLineInputFormat是将文件以行为单位进行split，将文件的每一行对应一个mapper。得到的key是每一行的位置偏移量（LongWritable类型），value是每一行的内容，Text类型。适合于行数不多但是每一行的字段较多的场景
","【正确答案】B
"
"
33、
MapTask中，缓冲区设置为环形的目的是：
","[{'optionContent': 'A.减少阻塞 \n', 'isCorrect': '-1'}, {'optionContent': 'B.地址/空间复用 \n', 'isCorrect': '-1'}, {'optionContent': 'C.减少磁盘交互 \n', 'isCorrect': '-1'}, {'optionContent': 'D.节省网络资源 \n', 'isCorrect': '-1'}]","【答案解析】缓冲区设置为环形是为了做到地址复用，减少寻址时间
","【正确答案】B
"
"

34、
在Hadoop集群中，Zookeeper的作用是：
","[{'optionContent': 'A.管理NameNode，对NameNode进行故障切换 \n', 'isCorrect': '-1'}, {'optionContent': 'B.管理DataNode，负责监控DataNode的运行情况 \n', 'isCorrect': '-1'}, {'optionContent': 'C.管理ResourceManager，负责对ResourceManager进行状态切换 \n', 'isCorrect': '-1'}, {'optionContent': 'D.管理JournalNode，负责监控JournalNode的运行情况 \n', 'isCorrect': '-1'}]","【答案解析】Zookeeper通过FailoverController进程对NameNode进行监控，负责NameNode的状态切换。
","【正确答案】A
"
"
35、
如果一个文件是650M，则在默认情况下，对应的Block和Split的个数为：
","[{'optionContent': 'A.5，5 \n', 'isCorrect': '-1'}, {'optionContent': 'B.5，6 \n', 'isCorrect': '-1'}, {'optionContent': 'C.6，5 \n', 'isCorrect': '-1'}, {'optionContent': 'D.6，6 \n', 'isCorrect': '-1'}]","【答案解析】在默认情况下，Block和Split的大小都是128M，但是需要注意的是在切片过程中由一个切片阈值1.1的问题，所以应该是产生6个Block以及5个Split
","【正确答案】C
"
"
多选题 （共计 10 题，总计 20分）
36、
下列关于MapReduce的排序机制，说法正确的是：
","[{'optionContent': 'A.在MapReduce中，默认的会对键进行排序 \n', 'isCorrect': '-1'}, {'optionContent': 'B.MapReduce中键所对应的类需要实现WritableComparable接口 \n', 'isCorrect': '-1'}, {'optionContent': 'C.如果两个键的比较结果为0，则两个键会被认为是同一个键，从而导致对应的值分到了一个组 \n', 'isCorrect': '-1'}, {'optionContent': 'D.在排序过程中，只能对单个属性进行排序 \n', 'isCorrect': '-1'}]","【答案解析】MapReduce中，允许对多个属性进行排序，此时称之为二次排序，所以D错误。
","【正确答案】A,B,C
"
"
37、
下列关于数据倾斜的说法错误的是：
","[{'optionContent': 'A.数据倾斜本质原因是因为Shuffle过程中分区规则的不合理 \n', 'isCorrect': '-1'}, {'optionContent': 'B.数据倾斜只会发生在Reduce端 \n', 'isCorrect': '-1'}, {'optionContent': 'C.目前为止，对于Reduce端的数据倾斜常用的解决方案为：二阶段聚合或者是join \n', 'isCorrect': '-1'}, {'optionContent': 'D.数据倾斜会导致MapReduce过程中产生慢任务从而降低效率 \n', 'isCorrect': '-1'}]","【答案解析】试题解析    数据倾斜的本质原因是因为数据本身就是不均匀的，具有倾斜特性，所以A错误。数据倾斜在Map端以及Reduce端都可能发生，所以B错误。
","【正确答案】A,B
"
"
38、
下列各项中，关于HDFS的安全模式说法正确的是：
","[{'optionContent': 'A.在安全模式中，HDFS不对外提供服务 \n', 'isCorrect': '-1'}, {'optionContent': 'B.当数据块的数量满足的最小副本数条件时，会自动退出安全模式 \n', 'isCorrect': '-1'}, {'optionContent': 'C.在伪分布式条件下的安全模式中，副本数量可以设置为3 \n', 'isCorrect': '-1'}, {'optionContent': 'D.安全模式目的是在系统启动时检查各个DataNode上数据块的有效性 \n', 'isCorrect': '-1'}]","【答案解析】在安全模式中，HDFS对外提供读服务但是不提供写服务，所以A错误。在伪分布式条件下的安全模式中，因为存在副本数量的校验，考虑到副本放置策略问题，所以副本数量必须设置为1，因此C错误。
","【正确答案】B,D
"
"
39、
下列关于MapReduce的说法正确的是：
","[{'optionContent': 'A.MapReduce是Hadoop提供的一种原生的用于进行分布式计算的模型 \n', 'isCorrect': '-1'}, {'optionContent': 'B.MapReduce将计算过程拆分为3个阶段：Map、Shuffle以及Reduce阶段 \n', 'isCorrect': '-1'}, {'optionContent': 'C.在MapReduce中，Mapper的输出类型和Reducer的输入类型应该一致 \n', 'isCorrect': '-1'}, {'optionContent': 'D.MapReduce在处理数据的时候，会将数据进行切块 \n', 'isCorrect': '-1'}]","【答案解析】MapReduce是将计算过程拆分为2个阶段：Map和Reduce，而Shuffle只是Map阶段和Reduce阶段过程中的一个计算步骤，所以B错误。MapReduce在计算的时候是将数据进行切片而不是切块，切片是逻辑切分，切块是物理切分，所以D错误。
","【正确答案】B,D
"
"
40、
下列关于job执行流程的准备阶段中，包含的内容有：
","[{'optionContent': 'A.检查输入输出 \n', 'isCorrect': '-1'}, {'optionContent': 'B.计算切片 \n', 'isCorrect': '-1'}, {'optionContent': 'C.设置缓存存根 \n', 'isCorrect': '-1'}, {'optionContent': 'D.分配MapTask和ReduceTask \n', 'isCorrect': '-1'}]","【答案解析】Job在准备阶段会包含以下5个操作：检查输入输出路径，提交jar包和配置，计算切片，设置缓存存根以及提交提交jar包
","【正确答案】A,B,C
"
"
41、
大数据的特点包括：
","[{'optionContent': 'A.数据量大 \n', 'isCorrect': '-1'}, {'optionContent': 'B.数据增长速度快 \n', 'isCorrect': '-1'}, {'optionContent': 'C.数据价值密度大 \n', 'isCorrect': '-1'}, {'optionContent': 'D.数据的真实性 \n', 'isCorrect': '-1'}]","【答案解析】大数据的特点包括：数据量大，数据的种类和样式多，数据增长速度快，数据价值密度低，数据的真实性，连通性，以及动态性，可视化和合法性
","【正确答案】A,B,D
"
"
42、
下列属于Yarn的相关进程的是：
","[{'optionContent': 'A.ResourceManager \n', 'isCorrect': '-1'}, {'optionContent': 'B.JobTracker \n', 'isCorrect': '-1'}, {'optionContent': 'C.NodeManager \n', 'isCorrect': '-1'}, {'optionContent': 'D.ApplicationMaster \n', 'isCorrect': '-1'}]","【答案解析】Yarn中的进程包括：ResourceManager、NodeManager以及ApplicationMaster，而JobTracker在Hadoop2.0中就已经不再出现了。
","【正确答案】A,C,D
"
"
43、
下列关于HDFS的写流程，说法错误的是：
","[{'optionContent': 'A.客户端在写入数据的时候，会选择响应速度最快的节点来进行读取，即“最近”的节点 \n', 'isCorrect': '-1'}, {'optionContent': 'B.客户端需要自己连接对应的节点写入全部的三个副本 \n', 'isCorrect': '-1'}, {'optionContent': 'C.数据在写完之后就不能再进行修改了，但是可以继续追加 \n', 'isCorrect': '-1'}, {'optionContent': 'D.客户端在写完全部数据之后，会通知NameNode关闭文件 \n', 'isCorrect': '-1'}]","【答案解析】客户端在选择最近的节点，指的是网络拓扑距离最近，所以A错误。客户端在写入的时候只连接一个节点写入一个副本，其余副本由节点之间自动通过pipeline进行备份，所以B错误。HDFS支持的是一次写入多次读取，不支持修改但是支持追加写入，所以C正确。
","【正确答案】A,B
"
"
44、
下列关于删除流程的说法错误的是：
","[{'optionContent': 'A.客户端在收到ack信号之后，就表示数据此时已经真正从HDFS上移除了 \n', 'isCorrect': '-1'}, {'optionContent': 'B.在DataNode发送心跳之后，NameNode会进行心跳响应，要求删除对应数据 \n', 'isCorrect': '-1'}, {'optionContent': 'C.DataNode在接收到心跳响应之后才会删除对应的Block \n', 'isCorrect': '-1'}, {'optionContent': 'D.客户端可以要求NameNode删除指定文件中的某段数据 \n', 'isCorrect': '-1'}]","【答案解析】NameNode在收到请求之后会记录操作修改内存中的元数据，然后给客户端返回ack表示删除成功给，此时只是修改了元数据但是没有真正删除Block，所以A错误。如果要求删除文件中的某段数据这是在对文件内容进行修改，但是HDFS中支持的是一次写入多次读取，不支持修改，所以D错误。
","【正确答案】A,D
"
"
45、
下列关于数据本地化策略的描述正确的是：
","[{'optionContent': 'A.数据本地化的目的是为了减少网络传输，提高效率 \n', 'isCorrect': '-1'}, {'optionContent': 'B.数据本地化的内容之一是TaskTracker要和DataNode部署在相同的节点上 \n', 'isCorrect': '-1'}, {'optionContent': 'C.数据本地化的内容之一是在分配MapTask的时候，哪个节点上有数据则分配给哪个节点 \n', 'isCorrect': '-1'}, {'optionContent': 'D.ReduceTask无法满足数据本地化策略 \n', 'isCorrect': '-1'}]","【答案解析】数据本地化包含了两块内容：TaskTracker和DataNode在相同的节点上，MapTask分配给有数据的节点，这样子在处理数据的时候能够在本机上读取，减少对网络的消耗，所以A、B、C正确。因为ReduceTask的数据是MapTask的执行结果，而MapTask是分布在各个节点上的，所以ReduceTask无法满足数据本地化，因此D正确。
","【正确答案】A,B,C,D
"
"
46、
Hadoop中包含的模块有：
","[{'optionContent': 'A.MapReduce \n', 'isCorrect': '-1'}, {'optionContent': 'B.Ozone \n', 'isCorrect': '-1'}, {'optionContent': 'C.HDFS \n', 'isCorrect': '-1'}, {'optionContent': 'D.AVRO \n', 'isCorrect': '-1'}]","【答案解析】Hadoop目前包含的模块有HDFS，MapReduce，YARN，Ozone以及Submarine
","【正确答案】A,B,C
"
"
47、
下列各项中，属于DataNode的状态的是：
","[{'optionContent': 'A.服役 \n', 'isCorrect': '-1'}, {'optionContent': 'B.退役 \n', 'isCorrect': '-1'}, {'optionContent': 'C.活跃 \n', 'isCorrect': '-1'}, {'optionContent': 'D.备份 \n', 'isCorrect': '-1'}]","【答案解析】DataNode的状态移动有以下机中：预服役、服役、预退役、退役
","【正确答案】A,B
"
